id,title,description,availability,condition,price,link,image_link,brand,product_type
40312,Smartwatch Huawei Watch 5 1.38&quot; 42mm Stainless Steel Case White,"Marca Huawei Dimensiones 42 mm × 42.5 mm × 10.5 mm Tamaño de la correa 120-190 mm Pantalla Pantalla en color LTPO 2.0 AMOLED de 1.38 pulgadas Resolución 466 × 466 pixeles, PPI 310 Brillo 3000 nits de brillo máximo Caja del reloj Titanio de grado aeroespacial Correa del reloj Correa blanca compuesta de caucho y piel sintética Sensores Sensor de aceleración Giroscopio Brújula Sensor óptico de frecuencia cardiaca 6.0 Barómetro Sensor de luz ambiental Sensor de temperatura de la piel Sensor ECG Se",in stock,new,721999.00 ARS,https://www.theblueboxmarket.com/product/40312-Smartwatch-Huawei-Watch-5-138-42mm-Stainless-Steel-Case-White-Huawei/,https://http2.mlstatic.com/D_875402-MLA84967866933_052025-O.jpg,Huawei,
40313,Smartwatch Huawei Watch 5 1.5&quot; 46mm Stainl Steelcase Black,"Marca Huawei Dimensiones 46 mm × 46.7 mm × 11.3 mm Tamaño de la correa 140-210 mm Pantalla Pantalla en color LTPO 2.0 AMOLED de 1.5 pulgadas Resolución 466 × 466 pixeles, PPI 310 Brillo 3000 nits de brillo máximo Caja del reloj Acero inoxidable 316L Correa del reloj Correa negra de caucho Sensores Sensor de aceleración Giroscopio Brújula Sensor óptico de frecuencia cardiaca 6.0 Barómetro Sensor de luz ambiental Sensor de temperatura de la piel Sensor ECG Sensor de profundidad Sensor táctil Botó",in stock,new,999999.00 ARS,https://www.theblueboxmarket.com/product/40313-Smartwatch-Huawei-Watch-5-15-46mm-Stainl-Steelcase-Black-Huawei/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Multipoint/55020EXB/2f768dd650c7/medium/5951f79e-595b-42c1-ba45-4fd54b8ebf2a.webp,Huawei,
40314,Smartwatch Huawei Watch Fit 4 Pro 1.82&quot; Green,"Cuerpo Dimensiones (ancho x ancho x alto): 44,5 mm x 40 mm x 9.3 mm 9.3 mm es el grosor del reloj medido en el punto más delgado (la distancia desde la superficie del reloj hasta la cubierta inferior y no incluye el área del sensor). Material Parte Frontal: Aleación de aluminio. Bisel: Aleación de aluminio y titanio. Material Parte Trasera: compuestos de fibra polimerica Cinturon/Correa Material: Fluoroelastómero, correa tejida. Pantalla Pantalla a color AMOLED Resolución: 480 x 408 píxeles Tama",in stock,new,499999.00 ARS,https://www.theblueboxmarket.com/product/40314-Smartwatch-Huawei-Watch-Fit-4-Pro-182-Green-Huawei/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Multipoint/55020FAD/5627cdff46e3/medium/41888e98-28b5-46e3-a1ec-ee6a67f09c02.webp,Huawei,
40316,Bolso Bajo Asiento Con Indicador de Luz LED Para Bicicleta Be Mix VL0008,"Bolso Bajo Asiento Con Indicador de Luz LED Para Bicicleta Be Mix VL0008 Caracteristicas: ¡Mantenete seguro con este bolso bajo asiento con luces LED intermitentes, idelas para hacerte ver en la calle mientras recorres la ciudad con tu bicicleta. Marca: Be Mix Color: Negro Dimensiones: 18,5 x 12,5 x 11,4 Cm Garantia: 12 Meses ""La presente publicación está destinada únicamente a consumidores finales. En consecuencia, conforme normas fiscales la factura a emitirse será tipo ""B""",in stock,new,52999.00 ARS,https://www.theblueboxmarket.com/product/40316-Bolso-Bajo-Asiento-Con-Indicador-de-Luz-LED-Para-Bicicleta-Be-Mix-VL0008-Be-Mix/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Tienda-Newsan-Pi/94VL0008/6ed9dcf3fec2/medium/f1920189-8759-4369-8a02-70eaf81935a7.webp,Be Mix,
40318,Caloventor Portatil Oscilante ATMA 1500W CACEFH1524P,"Caloventor Portatil Oscilante ATMA 1500W CACEFH1524P Caracteristicas: Potencia: 1500 W Display Digital Touch Con Luz LED Placas Calefactoras de PTC Proteccion de Seguridad Garantia: 12 Meses ""La presente publicación está destinada únicamente a consumidores finales. En consecuencia, conforme normas fiscales la factura a emitirse será tipo ""B""",in stock,new,91499.00 ARS,https://www.theblueboxmarket.com/product/40318-Caloventor-Portatil-Oscilante-ATMA-1500W-CACEFH1524P-Atma/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Tienda-Newsan-Pi/91CACEFH1524P/7d8513ef10c1/medium/daea1d80-25a3-4dc8-a556-7fe223265398.webp,Atma,
40320,Cafetera De Filtro ATMA Stitch Disney 550W CAAT118STIDP,"Cafetera De Filtro ATMA Stitch Disney 550W CAAT118STIDP Caracteristicas: Filtro desmontable Incluye taza de café personalizada Bandeja de goteo extraíble Interruptor encendido/apagado Base antideslizante Garantia: 12 Meses ""La presente publicación está destinada únicamente a consumidores finales. En consecuencia, conforme normas fiscales la factura a emitirse será tipo ""B",in stock,new,58299.00 ARS,https://www.theblueboxmarket.com/product/40320-Cafetera-De-Filtro-ATMA-Stitch-Disney-550W-CAAT118STIDP-Atma/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Tienda-Newsan-Pi/94CAAT118STIDP/65d2c4bee698/medium/aeb114a6-a262-4032-adb4-9569402fc2de.webp,Atma,
40321,Chaleco Señalizador Intermitente LED Inalambrico Be Mix VL0009,"Chaleco Señalizador Intermitente LED Inalambrico Be Mix VL0009 Caracteristicas: Mantente seguro: ¡señala tu presencia y tus movimientos con este Chaleco Intermitente LED para bicicleta! ¡Funciona de forma inalámbrica para mayor comodidad! Material: Poliester Tipo de Carga: USB Garantia: 12 Meses ""La presente publicación está destinada únicamente a consumidores finales. En consecuencia, conforme normas fiscales la factura a emitirse será tipo ""B""",in stock,new,56999.00 ARS,https://www.theblueboxmarket.com/product/40321-Chaleco-Seyalizador-Intermitente-LED-Inalambrico-Be-Mix-VL0009-Be-Mix/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Tienda-Newsan-Pi/94VL0009/7736cc540605/medium/3adce7bd-4d26-4157-a98f-946a6709efeb.webp,Be Mix,
40322,Cesta Para Bicicleta Con Clip-On 24 Lts Be Mix VL0020,"Cesta Para Bicicleta Con Clip-On 24 Lts Be Mix VL0020 Caracteristicas: Con esta cesta de gran capacidad, vas a poder llevar hasta 24 litros de tus artículos esenciales en tu Bici. Marca: Be Mix Color: Negro Material: Aluminio y Poliester Garantia: 12 Meses ""La presente publicación está destinada únicamente a consumidores finales. En consecuencia, conforme normas fiscales la factura a emitirse será tipo ""B""",in stock,new,25999.00 ARS,https://www.theblueboxmarket.com/product/40322-Cesta-Para-Bicicleta-Con-ClipOn-24-Lts-Be-Mix-VL0020-Be-Mix/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Tienda-Newsan-Pi/94VL0020/995db45806f4/medium/910c7828-98ee-4c11-893c-42ad0aa87335.webp,Be Mix,
40325,Cortadora De Verduras ATMA GD24G4AP,"Cortadora De Verduras ATMA GD24G4AP Caracteristicas: Marca: Atma Modelo: GD24G4AP Origen: Importado Tipo de producto: Cortadora de Verduras Garantia: 12 Meses ""La presente publicación está destinada únicamente a consumidores finales. En consecuencia, conforme normas fiscales la factura a emitirse será tipo ""B""",in stock,new,68999.00 ARS,https://www.theblueboxmarket.com/product/40325-Cortadora-De-Verduras-ATMA-GD24G4AP-Atma/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Tienda-Newsan-Pi/94GD24G4AP/ccc1515a04c3/medium/2bebd10e-c415-4c86-af53-b479ce248a43.webp,Atma,
40328,Estantería Tipo Industrial Atma 4 Niveles con Puertas Blanco y Canela ATH-LI018-CNBR,"Estantería Tipo Industrial Atma 4 Niveles con Puertas Blanco y Canela ATH-LI018-CNBR Caracteristicas: Estantería Con puertas 4 niveles Estructura de hierro Estantes de madera MDP Peso neto 33.87 Kg Garantia: 12 Meses ""La presente publicación está destinada únicamente a consumidores finales. En consecuencia, conforme normas fiscales la factura a emitirse será tipo ""B""",in stock,new,249999.00 ARS,https://www.theblueboxmarket.com/product/40328-Estanterya-Tipo-Industrial-Atma-4-Niveles-con-Puertas-Blanco-y-Canela-ATHLI018CNBR-Atma/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Tienda-Newsan-Pi/94ATH-LI018-CNBR/ff58768bf2af/medium/85ae3b1d-563e-4d51-851b-09636b272389.webp,Atma,
40329,Escritorio Tipo Industrial Hierro y Madera Atma Home Blanco y Canela ATH-LI003-CNBR,"Escritorio Tipo Industrial Hierro y Madera Atma Home Blanco y Canela ATH-LI003-CNBR Caracteristicas: Material de la estructura: Hierro Material del estante: Madera MDP Patas Regulables: Si Garantia: 12 Meses ""La presente publicación está destinada únicamente a consumidores finales. En consecuencia, conforme normas fiscales la factura a emitirse será tipo ""B""",in stock,new,159599.00 ARS,https://www.theblueboxmarket.com/product/40329-Escritorio-Tipo-Industrial-Hierro-y-Madera-Atma-Home-Blanco-y-Canela-ATHLI003CNBR-Atma/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Tienda-Newsan-Pi/94ATH-LI003-CNBR/c16f3eba4806/medium/425b217d-8938-4e4c-93ef-22806f0a97fb.webp,Atma,
40330,Estantería Esquinero Atma de 5 Niveles Blanco y Canela ATH-LI022-CNBR,"Estantería Esquinero Atma de 5 Niveles Blanco y Canela ATH-LI022-CNBR Caracteristicas: Esquinero 5 niveles Estructura de hierro Estantes de madera MDP Peso neto 8.85 Kg Garantia: 12 Meses ""La presente publicación está destinada únicamente a consumidores finales. En consecuencia, conforme normas fiscales la factura a emitirse será tipo ""B""",in stock,new,142999.00 ARS,https://www.theblueboxmarket.com/product/40330-Estanterya-Esquinero-Atma-de-5-Niveles-Blanco-y-Canela-ATHLI022CNBR-Atma/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Tienda-Newsan-Pi/94ATH-LI022-CNBR/2e0a5f468b47/medium/e8621877-a90f-4925-b30f-e43dca6ce729.webp,Atma,
40339,Mueble Recibidor Estilo Industrial Atma Home Blanco y Canela ATH-LI020-CNBR,"Mueble Recibidor Estilo Industrial Atma Home Blanco y Canela ATH-LI020-CNBR Caracteristicas: Material de la estructura: hierro Material de los estantes: madera MDP Patas Regulables: Si Peso bruto: 10,8 Kg Peso neto: 10,458 Kg Dimensiones: Alto: 49 cm Ancho: 88 cm Profundidad: 33 cm Garantia: 12 Meses ""La presente publicación está destinada únicamente a consumidores finales. En consecuencia, conforme normas fiscales la factura a emitirse será tipo ""B""",in stock,new,54999.00 ARS,https://www.theblueboxmarket.com/product/40339-Mueble-Recibidor-Estilo-Industrial-Atma-Home-Blanco-y-Canela-ATHLI020CNBR-Atma-Home/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Tienda-Newsan-Pi/94ATH-LI020-CNBR/b15e52f1c88f/medium/c8a2e8c2-11f8-4ab8-9024-992d7cec498e.webp,Atma Home,
40340,Parlante Portatil LG Xboom 80w Bluetooth Color Negro 220V XG9QBK,"Parlante Portatil LG Xboom 80w Bluetooth Color Negro 220V XG9QBK Caracteristicas: Tipo de parlante: Portatil Potencia de salida: 80 W Bluetooth: SI Configuración de canales: 1.0 Con luces LED: Si Es inalámbrico: Si Conectores de entrada: Toma de adaptador CA, USB-A, USB-C Garantia: 12 Meses ""La presente publicación está destinada únicamente a consumidores finales. En consecuencia, conforme normas fiscales la factura a emitirse será tipo ""B""",in stock,new,639999.00 ARS,https://www.theblueboxmarket.com/product/40340-Parlante-Portatil-LG-Xboom-80w-Bluetooth-Color-Negro-220V-XG9QBK-LG/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Tienda-Newsan-Pi/94XG9QBK/313e5e31c213/medium/c66a6385-8ec4-48ac-8dfa-a1b60fd3d541.webp,LG,
40344,Sandwichera Atma Disney Stitch Antiadherente S012DSTIP,"Sandwichera Atma Disney Stitch Antiadherente S012DSTIP Caracteristicas: Control de temperatura automático Placa antiadherente de fácil limpieza Diseño compacto para guardarla fácilmente Pies antideslizantes Sandwiches de Stitch Luz de encendido y funcionamiento Enrollable Garantia: 12 Meses ""La presente publicación está destinada únicamente a consumidores finales. En consecuencia, conforme normas fiscales la factura a emitirse será tipo ""B""",in stock,new,43141.00 ARS,https://www.theblueboxmarket.com/product/40344-Sandwichera-Atma-Disney-Stitch-Antiadherente-S012DSTIP-Atma/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Tienda-Newsan-Pi/94S012DSTIP/ac62abbdc032/medium/878f7fe7-3620-4edd-830f-5de9459c085a.webp,Atma,
40346,Radiador De Mika ATMA 1500W CAMK1524P,"Radiador De Mika ATMA 1500W CAMK1524P Características: Termostato Regulable Protección de Seguridad Potencia 1500 W Marca: ATMA Garantia: 12 Meses ""La presente publicación está destinada únicamente a consumidores finales. En consecuencia, conforme normas fiscales la factura a emitirse será tipo ""B""",in stock,new,127299.00 ARS,https://www.theblueboxmarket.com/product/40346-Radiador-De-Mika-ATMA-1500W-CAMK1524P-Atma/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Tienda-Newsan-Pi/91CAMK1524P/9a51cfb6f5af/medium/9b9527bc-ad99-4078-8fc2-be91e3281ec7.webp,Atma,
40351,Estabilizador De Tension Lyonn Tca-2000n Para Heladeras,"ESTABILIZADOR LYONN TCA-2000N PARA HELADERA 1 TOMA - TCA-2000N - Marca: LYONN. - Modelo: TCA-2000N. - Capacidad: 2000VA. ESPECIFICACIONES TÉCNICAS: - Entrada: Voltaje 220 VCA. - Rango de voltaje: 176 - 275 VCA. - Rango de Frecuencia: 50hz. - Salida: Voltaje 220 VCA. - Regulación de Voltaje +/- 10% (NO ES ELEVADOR DE TENSIÓN). - Tomas: 1 IRAM (Argentino Tipo I). - Protección Telefónica/Modem/Fax: RJ-11. (No es para cable de red ""RJ-45""). - Entorno: Temperatura 0-40°C - 0-90% sin condensación. -",in stock,new,87999.00 ARS,https://www.theblueboxmarket.com/product/40351-Estabilizador-De-Tension-Lyonn-Tca2000n-Para-Heladeras-Lyonn/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Ceven-S_A/TCA-2000N/da41dc73db53/medium/63627d11-9096-47b0-9688-e9c2e55fd6fc.webp,Lyonn,
40384,Vaso Stanley Quencher 2.0 1182Ml - Black 2.0,"Construido con acero inoxidable, nuestro vaso Quencher ofrece la máxima hidratación con menos recargas. Al ir al trabajo, al entrenamiento o a las excursiones de un día, querrás tener este vaso a tu lado. Gracias al aislamiento al vacío de Stanley, tus bebidas se mantendrán heladas, hora tras hora. La tapa FlowState™ avanzada cuenta con una cubierta giratoria con tres posiciones: una abertura diseñada para resistir las salpicaduras mientras mantiene el sorbete en su lugar, una abertura para bebe",in stock,new,126000.00 ARS,https://www.theblueboxmarket.com/product/40384-Vaso-Stanley-Quencher-20-1182Ml-Black-20-STANLEY/,https://d17riqmt8yes2m.cloudfront.net/images/250097/484744517518.png,STANLEY,
40389,Vaso Contigo Byron 2.0 473Ml Brown Sugar Transparent,"La taza de viaje de acero inoxidable con aislamiento SnapSeal con asa, 473 ml, mantiene las bebidas calientes hasta 9 horas o frías hasta 21 gracias al aislamiento al vacío de doble pared THERMALOCK. La tapa SNAPSEAL de una sola pieza permite beber con una sola mano sin tapas ni tapas para quitar o extraviar y es a prueba de fugas cuando está cerrada. Además, un agarre sutilmente texturizado ofrece una sujeción segura. Características Tapa a prueba de fugas (cuando está cerrada) para mayor comod",in stock,new,40150.00 ARS,https://www.theblueboxmarket.com/product/40389-Vaso-Contigo-Byron-20-473Ml-Brown-Sugar-Transparent-Contigo/,https://d17riqmt8yes2m.cloudfront.net/images/250097/154820680485.png,Contigo,
40391,Vaso Contigo Huron 2.0 473Ml Pine Berry,"Con sus gráficos premium de cuerpo completo, la taza de viaje de acero inoxidable con aislamiento SnapSeal de Couture, de 16 onzas, llama la atención, pero es mucho más que una pieza llamativa gracias al aislamiento al vacío de doble pared THERMALOCK que mantiene las bebidas calientes hasta 6 horas o frío hasta 12. La tapa SNAPSEAL de una sola pieza permite beber con una sola mano sin tapas ni tapas para quitar o extraviar y es a prueba de fugas cuando está cerrada. Al final del día, recuerde la",in stock,new,36850.00 ARS,https://www.theblueboxmarket.com/product/40391-Vaso-Contigo-Huron-20-473Ml-Pine-Berry-Contigo/,https://d17riqmt8yes2m.cloudfront.net/images/250097/909801622958.png,Contigo,
40445,Mousepad SteelSeries QcK Large,QCK LARGE Alfombrilla de ratón de perfil bajo con superficie microtejida fácil de transportar Exclusiva tela microtejida QcK para un control máximo Optimizado para movimientos de seguimiento de CPI bajo y alto Duradero y lavable para una limpieza fácilLa mejor elección de los profesionales de los deportes electrónicos desde hace más de 15 años 450 mm x 400 mm x 2 mm El mousepad más vendido en el mundo de los videojuegos es ahora más grande No vuelva a quedarse sin espacio de seguimiento del m,in stock,new,50999.00 ARS,https://www.theblueboxmarket.com/product/40445-Mousepad-SteelSeries-QcK-Large-STEELSERIES/,https://sportechstore.com.ar/Image/0/270_270-SS-63003_001.png,STEELSERIES,
40448,Ciclocomputador Garmin Edge 1050,"No quieres dejar de pedalear nunca. Necesitas un ciclocomputador premium con una pantalla táctil de colores intensos, funciones de entreno avanzadas, alertas de peligros en el camino y un altavoz integrado. TODAS LAS RUTAS SON MEJORES CON UN CICLOCOMPUTADOR EDGE® 1050 Desde recorridos en grupo los sábados hasta largos recorridos en solitario, podrás mejorar cada recorrido con el ciclocomputador premium Edge 1050 y su increíble información sobre rendimiento, sus competiciones durante el recorri",in stock,new,1284120.00 ARS,https://www.theblueboxmarket.com/product/40448-Ciclocomputador-Garmin-Edge-1050-Garmin/,https://sportechstore.com.ar/Image/0/270_270-16.webp,Garmin,
40451,Cargador portátil Aukey Basix Plus,Características destacadas del producto: - Huawei Supercharge: admite el protocolo Huawei Supercharge (SCP) cuando se usa junto con el cable USB-C de supercarga que viene con el banco de energía. - Carga rápida: La combinación de Power Delivery 3.0 y Quick Charge 3.0 proporciona una carga óptima de hasta 18 W para tu dispositivo. Carga rápidamente tu iPhone 12 hasta el 60 % en 30-35 minutos. - Recarga rápida: recargue el banco de energía más rápido que nunca con una ENTRADA de 18 W en solo,in stock,new,88999.00 ARS,https://www.theblueboxmarket.com/product/40451-Cargador-portytil-Aukey-Basix-Plus-Aukey/,https://sportechstore.com.ar/Image/0/270_270-LLTSN1018450C_001.png,Aukey,
40454,Mousepad SteelSeries QcK Performance XL - Speed,"QcK Performance XL El mousepad no importa, ¡siempre que sea SteelSeries! El SteelSeries QcK Performance Speed XL está diseñado para jugadores que necesitan reacciones ultrarrápidas y movimientos del mouse sin esfuerzo. Gracias a su superficie extremadamente lisa, minimiza la fricción y maximiza la velocidad. Superficie de baja fricción para movimientos muy rápidos del mouse.La suela de goma antideslizante garantiza un agarre estable en cualquier superficie.Optimizado para juegos de ritmo rápid",in stock,new,149999.00 ARS,https://www.theblueboxmarket.com/product/40454-Mousepad-SteelSeries-QcK-Performance-XL-Speed-STEELSERIES/,https://sportechstore.com.ar/Image/0/270_270-SS-63431_005.png,STEELSERIES,
40455,Mousepad SteelSeries QcK Performance L - Control,"QcK Performance L Control de rendimiento QcK Perfectamente preciso DISEÑADO PARA TU ESTILO DE JUEGO : La primera colección de alfombrillas premium diseñadas para adaptarse a tu estilo de juego. Velocidad, equilibrio y control. ¿Fricción o deslizamiento? Tú decides. PRECISIÓN PERFECTA : Diseñada para jugadores que priorizan la precisión por encima de todo, con una superficie microtexturizada diseñada para una mayor precisión de puntería. Esta alfombrilla es la preferida por muchos jugadores qu",in stock,new,123999.00 ARS,https://www.theblueboxmarket.com/product/40455-Mousepad-SteelSeries-QcK-Performance-L-Control-STEELSERIES/,https://sportechstore.com.ar/Image/0/270_270-qck_performance_black_l_balance_pdp_img_buy_01.png,STEELSERIES,
40462,Reloj Smartwatch Garmin Vivosmart 5 - Mediano,"TOMA EL CONTROL DE TU SALUD, ¡TÚ PUEDES! Si buscas un dispositivo cómodo que te acompañe en todo momento, vívosmart® 5 es la pulsera de actividad1 idónea y fácil de usar con la que podrás controlar tu salud y mantenerte activo todo el día. Sí, registra los pasos, la frecuencia cardiaca2 y los niveles de energía. Y sí, tiene un diseño sencillo. ¿Pantalla brillante y hasta 7 días de autonomía de la batería? Sí, esta pulsera de actividad sigue tu ritmo. Camina, corre, haz yoga, monta en bici…",in stock,new,260949.00 ARS,https://www.theblueboxmarket.com/product/40462-Reloj-Smartwatch-Garmin-Vivosmart-5-Mediano-Garmin/,https://sportechstore.com.ar/Image/0/270_270-vn11.jpg,Garmin,
40463,Reloj Smartwatch Garmin Vivoactive 6 - 42 mm,"JUEGA MÁS. CARGA MENOS. Disfruta de hasta 11 días de duración de la batería CONOCE MEJOR TU CUERPO? Las funciones de salud y forma física te ayudan a alcanzar tus objetivos PONETE EN FORMA CON ÉL Más de 80 aplicaciones deportivas, Garmin Coach, sesiones de entrenamiento descargables y mucho más TODAS TUS ESTADÍSTICAS EN UN ÚNICO LUGAR Consulta todas tus estadísticas de salud y ejercicio en detalle en la aplicación Garmin Connect™ TODO ESTÁ EN LA MUÑECA Con funciones como notificaciones inteligen",in stock,new,596959.00 ARS,https://www.theblueboxmarket.com/product/40463-Reloj-Smartwatch-Garmin-Vivoactive-6-42-mm-Garmin/,https://sportechstore.com.ar/Image/0/270_270-1276.webp,Garmin,
40465,Protector de Pantalla Forerunner 245/245 Music Pack x 2,Protector de Pantalla de Vidrio Templado para Forerunner 245 / 245 Music,in stock,new,45999.00 ARS,https://www.theblueboxmarket.com/product/40465-Protector-de-Pantalla-Forerunner-245245-Music-Pack-x-2-Garmin/,https://sportechstore.com.ar/Image/0/270_270-X0027oB6ID.jpg,Garmin,
40467,Microondas Whirlpool con grill 30 Lts - Acero inoxidable WMG30SZ,"Dimensiones (Ancho x Alto x Pronfudidad en cm.) : 53,9 x 30 x 40Dimensiones con embalaje (Ancho x Alto x Pronfudidad en cm) : 60,8 x 36,6 x 48 Capacidad 32 ltsOrigen ChinaLoadability 40 HC (KIT CKD) 657Peso 16Kg Peso con embalaje 17,6Kg Control EléctricoConfiguracion MW + Grill Apertura de puerta : Puerta apertura lateralInterface TouchDisplay LED: 56 x 27mmColor Display NegroGarantía 12 mesesColor Acero inoxidableCantidad de programasMás de 25 programas (según la combinación de las funciones av",in stock,new,329999.00 ARS,https://www.theblueboxmarket.com/product/40467-Microondas-Whirlpool-con-grill-30-Lts-Acero-inoxidable-WMG30SZ-Whirlpool/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Whirlpool/WMG30SZIM/70a3e799bc8b/medium/45119778-da96-4fc8-b03f-145fd3c9a174.webp,Whirlpool,
40477,Tablet HUAWEI MatePad 11.5&quot;S 256/8GB Space Gray,"Marca Huawei Tamaño Alto 261.0 mm Ancho 177.2 mm Grosor 6.2 mm Peso Aproximadamente 510 g (incluyendo la batería) Tamaño Pantalla 11.5 pulgadas Tipo Pantalla TFT LCD (IPS), frecuencia de actualización de 144 Hz Frecuencia de actualización adaptativa de 30144 Hz Resolución 2800 × 1840 Relación pantalla-cuerpo 87% Brillo 500 nits Color 16.7 millones de colores, amplia gama cromática P3 Pantalla Tactil Multitáctil, admite un máximo de 10 puntos de contacto al tocar Sistema Operativo HarmonyOS 4.2",in stock,new,1599999.00 ARS,https://www.theblueboxmarket.com/product/40477-Tablet-HUAWEI-MatePad-115S-2568GB-Space-Gray-Huawei/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Multipoint/53014EAW/c3989cd5a710/medium/181c7f53-3d9a-4423-8b82-ef8456a7e0ba.webp,Huawei,
40482,Juego de sábanas Espalma HH Blanco King,"""Para quienes prefieren sábanas versátiles, livianas y evitar la plancha, la línea HH Hotel de 60% algodón 40% poliéster es la opción ideal.Están confeccionadas utilizando el mejor percal de algodón peinado de 200 hilos, garantizando calidad y confort.El juego King se compone de:1 sábana de arriba de 300 x 250 cm1 sábana ajustable para colchón de 200 x 200 x 40 cm2 fundas de almohada de 50 x 100 cmTamaño: KingColor: BlancoExclusividad EspalmaCuidadosLavar antes de usar.Lavar a máquina en ciclo d",in stock,new,135900.00 ARS,https://www.theblueboxmarket.com/product/40482-Juego-de-sybanas-Espalma-HH-Blanco-King-HH-Espalma/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Espalma/P20060400113302/24e7c5bda1ce/medium/3b73c463-bc2a-4572-81f3-f08122aa2124.webp,Espalma,
40483,Juego de sábanas Espalma HH Blanco Queen,"Para quienes prefieren sábanas versátiles, livianas y evitar la plancha, la línea HH Hotel de 60% algodón 40% poliéster es la opción ideal.Están confeccionadas utilizando el mejor percal de algodón peinado de 200 hilos, garantizando calidad y confort.El juego Quen se compone de:1 sábana de arriba de 250 x 250 cm1 sábana ajustable para colchón de 160 x 200 x 35 cm2 fundas de almohada de 50 x 80 cmTamaño: QueenColor: BlancoExclusividad EspalmaCuidadosLavar antes de usar.Lavar a máquina en ciclo de",in stock,new,117500.00 ARS,https://www.theblueboxmarket.com/product/40483-Juego-de-sybanas-Espalma-HH-Blanco-Queen-HH-Espalma/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Espalma/P20060400113305/24e7c5bda1ce/medium/d0b3d908-8185-442a-ac75-1db966f8164a.webp,Espalma,
40485,Juego de sábanas Espalma HH Blanco Twin,"Para quienes prefieren sábanas versátiles, livianas y evitar la plancha, la línea HH Hotel de 60% algodón 40% poliéster es la opción ideal.Están confeccionadas utilizando el mejor percal de algodón peinado de 200 hilos, garantizando calidad y confort.El juego Twin se compone de:1 sábana de arriba de 175 x 250 cm1 sábana ajustable para colchón de 100 x 200 x 30 cm1 funda de almohada de 50 x 80 cmTamaño: TwinColor: BlancoExclusividad EspalmaCuidadosLavar antes de usar.Lavar a máquina en ciclo deli",in stock,new,92400.00 ARS,https://www.theblueboxmarket.com/product/40485-Juego-de-sybanas-Espalma-HH-Blanco-Twin-HH-Espalma/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Espalma/P20060400113303/24e7c5bda1ce/medium/b619095e-7bf5-41bd-971d-a9115de58653.webp,Espalma,
40489,Radiador de Aceite Delonghi TRRS0715,"Calor duradero para habitaciones de hasta 45 m³ gracias a la larga inercia térmica del aceite dentro de la unidadCalentamiento silencioso y uniforme por toda la habitaciónAjusta la temperatura deseada y gestiona el selector de potencia con los interruptores ajustablesFácil de transportar con las ruedas plegables premontadas.CARACTERÍSTICAS PRINCIPALESCalor duraderoEl aceite caliente en el interior mantiene su temperatura para proporcionar un calor duradero. Incluso después de apagar la unidad, e",in stock,new,399999.00 ARS,https://www.theblueboxmarket.com/product/40489-Radiador-de-Aceite-Delonghi-TRRS0715-TRRS0715-Delonghi/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/Clur-C_a/DL-ECTRRS0715/0e1efc67b695/medium/216e38df-28b1-4761-8e0d-431d67d2db98.webp,Delonghi,
40494,SET FRAGANCIAS I N°1,"""Set de fragancias difusor, spray y aceite:Blend de fragancias que combina notas de armoise, limón, naranja, cedro, guayaco, pimienta, nuez moscada, patchouli y tabaco.&nbsp;Despertá tus sentidos con los más exquisitos aromas para el hogar.""",in stock,new,122000.00 ARS,https://www.theblueboxmarket.com/product/40494-SET-FRAGANCIAS-I-N1-PAUL-FRENCH-GALLERY/,https://products-service-files-pe-prod.s3.us-east-2.amazonaws.com/product-images/PAUL-FRENCH-GALLERY/LPA500/eb388b4c9277/medium/f4be4689-f277-41bf-84a4-62a0ee02b0b8.webp,PAUL FRENCH GALLERY,
